MarkerID,Marker No.,Title,Subtitle,Add'l Subtitle,Year Erected,Erected By,Latitude (minus=S),Longitude (minus=W),Street Address,City or Town,Section or Quarter,County or Parish,State or Prov.,Location,Missing,Link,First Published,Last Update
235738,,"Andersonville",,,,"Andersonville Chamber of Commerce",41.97549,-87.66827,"5137 North Clark Street","Chicago","Andersonville","Cook County","Illinois","It is on Clark Street north of Winona Street. ",,https://www.hmdb.org/m.asp?m=235738,11/26/2023,7/27/2024
235745,,"State Street","Chicago Cultural Walk",,1996,"City of Chicago",41.87886,-87.62783,"220 South State Street","Chicago","The Loop District","Cook County","Illinois","It is on State Street south of Adams Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=235745,12/25/2023,12/25/2023
235806,,"Joseph Jacob Walser House","Frank Lloyd Wright, Architect; 1903","Chicago Landmark",1984,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.88157,-87.76508,"42 North Central Avenue","Chicago","Austin","Cook County","Illinois","It is on Central Avenue, 0.1 miles north of Madison Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=235806,11/11/2023,5/11/2025
236406,,"Civic Opera Building","Graham, Anderson, Probst & White, architects; 1927-1929","Chicago Landmark",1998,"Commission on Chicago Landmarks; City of Chicago",41.88207,-87.63718,"20 North Wacker Drive","Chicago","The Loop District","Cook County","Illinois","It is at the intersection of North Wacker Drive and West Madison Street, on the right when traveling south on North Wacker Drive. ",,https://www.hmdb.org/m.asp?m=236406,11/19/2023,10/16/2024
236484,,"Luke Appling","4",,,"Chicago White Sox",41.83078,-87.63521,"333 West 35th Street","Chicago","Bridgeport","Cook County","Illinois","It is on 35th Street near Shields Avenue, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=236484,11/29/2023,6/8/2024
236485,,"300 West Adams Street Office Building","Jens J. Jensen, Architect; 1927","Chicago Landmark",,"Commission on Chicago Landmarks; City of Chicago",41.87946,-87.63541,"300 West Adams Street","Chicago","The Loop District","Cook County","Illinois","It is at the intersection of West Adams Street and Franklin Street, on the left when traveling west on West Adams Street. ",,https://www.hmdb.org/m.asp?m=236485,11/19/2023,10/18/2024
236517,,"Chicago Theater","Rapp and Rapp, architects; 1921","Chicago Landmark",1983,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.88547,-87.62772,"177 N State St","Chicago","The Loop District","Cook County","Illinois","It is on North State Street south of Lake Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=236517,11/20/2023,11/28/2023
236564,,"Page Brothers Building","John M. Van Osdel, architect; 1872","Chicago Landmark",1983,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.88547,-87.62772,"175 North State Street","Chicago","The Loop District","Cook County","Illinois","It is on State Street south of Lake Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=236564,11/22/2023,12/2/2023
236741,,"Maggie C. Daley Park","Established 2014",,,"Chicago Park District",41.88098,-87.62032,"337 East Randolph Street","Chicago","Grant Park","Cook County","Illinois","It is at the intersection of Monroe Street and Columbus Drive, on the right when traveling west on Monroe Street. ",,https://www.hmdb.org/m.asp?m=236741,11/27/2023,7/1/2024
236784,,"Jewelers Row","Chicago Landmark District",,2003,"Commission on Chicago Landmarks; City of Chicago",41.88185,-87.62631,"29 E Madison St","Chicago","The Loop District","Cook County","Illinois","It is at the intersection of Wabash Avenue and Madison Street on Wabash Avenue. ",,https://www.hmdb.org/m.asp?m=236784,12/2/2023,12/2/2023
236788,,"Nathan Hale","1755 - 1776",,1940,"Colonel Robert R. McCormick",41.89058,-87.62395,"435 North Michigan Avenue","Chicago","Magnificent Mile","Cook County","Illinois","It is on North Michigan Avenue south of East Illinois Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=236788,12/7/2023,11/1/2024
236848,,"Old Republic Building (Originally the Bell Building)","K.M. Vitzthum & Co., architect; 1924","Chicago Landmark",2010,"Commission on Chicago Landmarks; City of Chicago",41.88705,-87.62430,"307 North Michigan Avenue","Chicago","The Loop District","Cook County","Illinois","It is on North Michigan Avenue north of East South Water Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=236848,11/27/2023,5/16/2024
236929,,"McGraw-Hill Building","Thielbar and Fugard, architect; 1928-29","Chicago Landmark",1997,"Commission on Chicago Landmarks; City of Chicago",41.89161,-87.62443,"520 North Michigan Avenue","Chicago","Magnificent Mile","Cook County","Illinois","It is on Michigan Avenue north of Illinois Street. ",,https://www.hmdb.org/m.asp?m=236929,11/28/2023,12/11/2023
237359,,"Aaron Montgomery Ward","Businessman, philanthropist, preservationist (1843-1913)","Chicago Tribute",1997,"City of Chicago",41.88233,-87.62462,"6 North Michigan Avenue","Chicago","The Loop District","Cook County","Illinois","It is at the intersection of North Michigan Avenue and Madison Street, on the right when traveling south on North Michigan Avenue. ",,https://www.hmdb.org/m.asp?m=237359,12/5/2023,8/20/2024
237394,,"World Famous Billy Goat Tavern & Grill",,,,,41.89029,-87.62430,"420 North Michigan Ave","Chicago","Magnificent Mile","Cook County","Illinois","It can be reached from North Michigan Avenue south of East Illinois Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=237394,12/18/2023,10/30/2024
237395,,"World Famous Billy Goat Tavern & Grill",,,,,41.89029,-87.62430,"430 North Michigan Avenue","Chicago","Magnificent Mile","Cook County","Illinois","It is on North Michigan Avenue south of East Illinois Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=237395,12/7/2023,10/30/2024
237403,,"F.R. Schock Houses","Chicago Landmark District",,,"Commission on Chicago Landmarks, City of Chicago",41.89014,-87.77008,"5804 West Race Avenue","Chicago","Austin","Cook County","Illinois","It is at the intersection of West Race Avenue and Menard Avenue, on the right when traveling west on West Race Avenue. ",,https://www.hmdb.org/m.asp?m=237403,12/7/2023,11/13/2024
237407,,"Brunswick Corporation Headquarters","1913-1964",,1995,"Illinois State Historical Society",41.87372,-87.62578,"623 South Wabash Avenue","Chicago","The Loop District","Cook County","Illinois","It is on South Wabash Avenue north of Balbo Avenue, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=237407,12/18/2023,4/16/2025
237431,,"Bertha Van Hoosen, M.D.",,,1992,"Illinois Mathematics and Science Academy; The Illinois State Historical Society",41.87637,-87.62454,"410 South Michigan Avenue","Chicago","The Loop District","Cook County","Illinois","It can be reached from South Michigan Avenue north of East Ida B. Wells Drive, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=237431,12/18/2023,12/18/2023
237441,,"Historic Michigan Boulevard","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.87763,-87.62447,"318 South Michigan Avenue","Chicago","The Loop District","Cook County","Illinois","It is on South Michigan Avenue south of East Jackson Boulevard, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=237441,12/18/2023,12/18/2023
237442,,"Historic Michigan Boulevard","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.87908,-87.62453,"220 South Michigan Avenue","Chicago","The Loop District","Cook County","Illinois","It is on South Michigan Avenue south of East Adams Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=237442,12/18/2023,12/18/2023
237443,,"Historic Michigan Boulevard","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.88047,-87.62454,"116 South Michigan Avenue","Chicago","The Loop District","Cook County","Illinois","It is on South Michigan Avenue south of East Monroe Street. <font color=red> Reported unreadable.</font>",Reported Missing,https://www.hmdb.org/m.asp?m=237443,12/18/2023,12/18/2023
237446,,"Historic Michigan Boulevard","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.88135,-87.62456,"24 South Michigan Avenue","Chicago","The Loop District","Cook County","Illinois","It is on South Michigan Avenue south of East Madison Street, on the right when traveling south. <font color=red> Reported unreadable.</font>",Reported Missing,https://www.hmdb.org/m.asp?m=237446,12/18/2023,12/18/2023
237447,,"Steger Building","Marshall & Fox, architects; 1909-1910","Chicago Landmark",2013,"Commission on Chicago Landmarks; City of Chicago",41.87832,-87.62647,"28 E Jackson Blvd","Chicago","The Loop District","Cook County","Illinois","It is on East Jackson Boulevard west of Wabash Avenue, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=237447,12/6/2023,10/9/2024
237448,,"Auditorium Building","Erected: 1889; Architects: Adler & Sullivan",,1960,"The Commission on Chicago Architectural Landmarks; City of Chicago",41.87612,-87.62587,"431 S Wabash Ave","Chicago","The Loop District","Cook County","Illinois","It is on South Wabash Avenue north of East Ida B. Wells Drive, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=237448,12/18/2023,2/26/2025
237840,,"Rudy Lozano","Community Activist (1951-1983)","Chicago Tribute",2002,"Commission on Chicago Landmarks; City of Chicago",41.84603,-87.72603,"4035 West 25th Street","Chicago","Little Village","Cook County","Illinois","It is at the intersection of 25th Street and Karlov Avenue, on the left when traveling west on 25th Street. ",,https://www.hmdb.org/m.asp?m=237840,12/19/2023,11/25/2024
237902,,"Illinois-Indiana Boundary Marker",,,2021,,41.70784,-87.52451,,"Chicago","East Side","Cook County","Illinois","It is on Avenue G, 0.6 miles east of East 100th Street. ",,https://www.hmdb.org/m.asp?m=237902,12/24/2023,1/22/2025
237905,,"East Side Veterans Memorial",,,1992,"Illiana American Legion Post #220",41.71317,-87.53545,"10049-10057 South Indianapolis Avenue","Chicago","East Side","Cook County","Illinois","It is at the intersection of South Indianapolis Avenue (U.S. 41) and South Ewing Avenue on South Indianapolis Avenue. ",,https://www.hmdb.org/m.asp?m=237905,12/19/2023,12/19/2023
237934,,"Manuel Perez Jr. Memorial Plaza",,,1981,"City of Chicago; Manuel Pérez Jr. American Legion Post 1017",41.84391,-87.73290,"4345 West 26th Street","Chicago","Little Village","Cook County","Illinois","It is on 26th Street east of Kostner Avenue, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=237934,12/23/2023,12/23/2023
237938,,"The Manuel Pérez, Jr. Memorial Plaza","Private First Class Manuel Pérez, Jr.","World War II",,,41.84406,-87.73283,"4345 West 26th Street","Chicago","Little Village","Cook County","Illinois","It is on 26th Street east of Kostner Avenue, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=237938,12/23/2023,5/8/2024
237986,,"Fine Arts Building","Solon S. Beman, architect; 1885; converted to Fine Arts Building in 1898","Chicago Landmark",1978,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.87641,-87.62451,"410 South Michigan Avenue","Chicago","Loop District","Cook County","Illinois","It can be reached from South Michigan Avenue north of East Ida B. Wells Drive, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=237986,12/29/2023,8/26/2024
238007,,"Historic Michigan Boulevard","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.88361,-87.62464,"125 North Michigan Ave","Chicago","Loop District","Cook County","Illinois","It is on North Michigan Avenue north of East Washington Street, on the right when traveling north. <font color=red> Reported unreadable.</font>",Reported Missing,https://www.hmdb.org/m.asp?m=238007,12/29/2023,12/29/2023
238137,,"The Catholic Charities St. Vincent Center",,,2011,"Catholic Charities of the Archdiocese of Chicago",41.89551,-87.63250,"721 North La Salle Drive","Chicago","Near North Side","Cook County","Illinois","It is at the intersection of North La Salle Drive and West Superior Street, on the right when traveling north on North La Salle Drive. ",,https://www.hmdb.org/m.asp?m=238137,12/23/2023,7/6/2025
238151,,"Carter H. Harrison",,,1907,"Carter H. Harrison Memorial Association",41.88300,-87.66586,"1501 West Randolph Street","Chicago","Near West Side","Cook County","Illinois","It is on Washington Boulevard east of Ashland Avenue, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=238151,12/23/2023,2/19/2025
238465,,"Museum of Science and Industry","Charles B. Atwood, architect; 1891-93","Chicago Landmark",1995,"Commission on Chicago Landmarks; City of Chicago",41.79104,-87.58275,"5700 South DuSable Lake Shore Drive","Chicago","Hyde Park","Cook County","Illinois","It is on 57th Drive near DuSable Lake Shore Drive (U.S. 41), on the right. <font color=red> Reported missing.</font>",Reported Missing,https://www.hmdb.org/m.asp?m=238465,1/3/2024,12/6/2024
238966,,"Veterans Memorial",,,,,41.95260,-87.78626,"6343 West Irving Park Road","Chicago","Dunning","Cook County","Illinois","It is at the intersection of Narragansett Avenue and Irving Park Road (Illinois Route 19), on the right when traveling north on Narragansett Avenue. ",,https://www.hmdb.org/m.asp?m=238966,1/6/2024,1/6/2024
238982,,"Norwood Park Vietnam Veterans Memorial",,,,"1/3 Airborne Brig.",41.99138,-87.79926,"6052 N Avondale Ave","Chicago","Norwood Park","Cook County","Illinois","It is at the intersection of North Avondale Avenue and North Nina Avenue, on the right when traveling east on North Avondale Avenue. ",,https://www.hmdb.org/m.asp?m=238982,1/7/2024,8/26/2024
239712,,"Site of the Origin of the Chicago Fire of 1871","Chicago Landmark",,1971,"City Council of Chicago; and Commission on Chicago Historical and Architectural Landmarks",41.86920,-87.64200,"558 W De Koven St","Chicago","The Loop District","Cook County","Illinois","It is at the intersection of De Koven Street and Jefferson Street, on the left when traveling east on De Koven Street. ",,https://www.hmdb.org/m.asp?m=239712,1/20/2024,10/11/2024
239935,,"Noble-Seymour-Crippen House","1833; addition in 1868","Chicago Landmark",1988,"Commission on Chicago Landmarks; City of Chicago",41.98365,-87.79588,"5624 North Newark Avenue","Chicago","Norwood Park","Cook County","Illinois","It can be reached from Newark Avenue north of Bryn Mawr Avenue. <font color=red> Reported missing.</font>",Reported Missing,https://www.hmdb.org/m.asp?m=239935,1/28/2024,1/28/2024
240068,,"Veterans Memorial",,,1968,"Kosowitz-Evankoe VFW Post 9420",41.98624,-87.84965,"8851 West Higgins Road","Chicago","O'Hare","Cook County","Illinois","It can be reached from Higgins Road (Illinois Route 72) 0.3 miles west of East River Road. ",,https://www.hmdb.org/m.asp?m=240068,1/29/2024,1/29/2024
240079,,"Memorial Walkway",,,2001,"Kosowitz-Evankoe VFW Post 9420; Ukrainian American Veterans Post 32—Chicago",41.98625,-87.84996,"8851 W Higgins Rd","Chicago","O'Hare","Cook County","Illinois","It can be reached from Higgins Road (Illinois Route 72) 0.3 miles west of East River Road. ",,https://www.hmdb.org/m.asp?m=240079,1/29/2024,1/29/2024
240248,,"25,000th Convenience Store",,,2003,"7-Eleven, Inc.",41.88874,-87.63230,"343 North LaSalle Street","Chicago","River North","Cook County","Illinois","It is at the intersection of North LaSalle Street and Kinzie Street on North LaSalle Street. ",,https://www.hmdb.org/m.asp?m=240248,1/31/2024,1/31/2024
240250,,"LaSalle Street Cable Car Powerhouse","North Chicago Street Railway Co., builder; 1887","Chicago Landmark",2001,"Commission on Chicago Landmarks; City of Chicago",41.89093,-87.63281,"500 North LaSalle Street","Chicago","River North","Cook County","Illinois","It is at the intersection of LaSalle Street and Illinois Street, on the right when traveling south on LaSalle Street. ",,https://www.hmdb.org/m.asp?m=240250,1/31/2024,1/31/2024
240267,,"Reid, Murdoch & Company Building","George C. Nimmons, architect; 1914","Chicago Landmark",1976,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.88805,-87.63228,"325 North LaSalle Street","Chicago","River North","Cook County","Illinois","It is on North LaSalle Street south of Kinzie Street. ",,https://www.hmdb.org/m.asp?m=240267,1/31/2024,7/6/2025
240272,,"IBM Building","Ludwig Mies van der Rohe, architect; C.F. Murphy Associates, engineers; 1969-72","Chicago Landmark",,"Commission on Chicago Landmarks; City of Chicago",41.88825,-87.62781,"330 North Wabash","Chicago","River North","Cook County","Illinois","It is on State Street south of Kinzie Street, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=240272,1/31/2024,5/29/2025
240274,,"Bataan-Corregidor Memorial Bridge",,,1949,,41.88793,-87.62823,"300 North State Street","Chicago","River North","Cook County","Illinois","It is on State Street, 0.1 miles south of Kinzie Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=240274,2/1/2024,2/1/2024
240278,,"Marina City","Bertrand Goldberg Associates, architect; Severud-Elstad-Krueger, engineer; 1960-1967","Chicago Landmark",,"Commission on Chicago Landmarks; City of Chicago",41.88821,-87.62828,"300 North State Street","Chicago","River North","Cook County","Illinois","It is on State Street, 0.1 miles south of Kinzie Street. ",,https://www.hmdb.org/m.asp?m=240278,2/1/2024,2/1/2024
240283,,"Reliance Building","D. H. Burnham & Co., architects; 1890-95","Chicago Landmark",1975,"Commission on Chicago Landmarks; City of Chicago",41.88302,-87.62806,"1 West Washington Street","Chicago","Loop District","Cook County","Illinois","It is at the intersection of State Street and Washington Street on State Street. ",,https://www.hmdb.org/m.asp?m=240283,2/1/2024,2/1/2024
240284,,"Chicago Building","Holabird & Roche, architect; 1904-05","Chicago Landmark",1996,"Commission on Chicago Landmarks; City of Chicago",41.88194,-87.62818,"7 West Madison Street","Chicago","Loop District","Cook County","Illinois","It is at the intersection of Madison Street and State Street, on the left when traveling west on Madison Street. ",,https://www.hmdb.org/m.asp?m=240284,2/1/2024,2/1/2024
240288,,"State Street","Chicago Cultural Walk",,,,41.88285,-87.62771,"27 North State Street","Chicago","Loop District","Cook County","Illinois","It is on State Street south of Washington Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=240288,2/1/2024,2/22/2024
241085,,"Majestic Building and Theatre","Edmund R. Krause, architect; 1906","Chicago Landmark",2005,"Commission on Chicago Landmarks; City of Chicago",41.88080,-87.62871,"18 West Monroe Street","Chicago","Loop District","Cook County","Illinois","It is on Monroe Street east of Dearborn Street, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=241085,2/14/2024,5/20/2025
241090,,"Old Colony Building","Holabird and Roche, architect; 1893-94","Chicago Landmark",1978,"Commission on Chicago Landmarks; City of Chicago",41.87665,-87.62909,"407 South Dearborn Street","Chicago","The Loop District","Cook County","Illinois","It is on South Dearborn Street south of Van Buren Street. ",,https://www.hmdb.org/m.asp?m=241090,2/14/2024,4/7/2024
241092,,"Freeform","Richard Hunt","September 10, 1993",1993,"State of Illinois",41.88485,-87.63267,"160 North LaSalle Street","Chicago","The Loop District","Cook County","Illinois","It is on LaSalle Street north of West Randolph. ",,https://www.hmdb.org/m.asp?m=241092,2/14/2024,3/25/2025
241093,,"Inland Steel Company Building","Erected: 1957","Architects: Skidmore, Owings & Merrill",1960,"Commission on Chicago Architectural Landmarks",41.88088,-87.62894,"30 West Monroe Street","Chicago","The Loop District","Cook County","Illinois","It is on West Monroe Street east of Dearborn Street. ",,https://www.hmdb.org/m.asp?m=241093,2/14/2024,2/26/2025
241094,,"Inland Steel Building","Skidmore, Owings & Merrill, architects; 1956-57","Chicago Landmark",1998,"Commission on Chicago Landmarks; City of Chicago",41.88087,-87.62893,"30 West Monroe Street","Chicago","The Loop District","Cook County","Illinois","It is on West Monroe Street near Dearborn Street. ",,https://www.hmdb.org/m.asp?m=241094,2/14/2024,2/14/2024
241108,,"Garfield Park",,,,"Chicago Park District",41.88568,-87.71698,,"Chicago","East Garfield Park","Cook County","Illinois","It is on North Central Park Avenue north of Lake Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=241108,2/14/2024,4/8/2024
241123,,"Fisher Building","D.H. Burnham and Company, architects; 1896","Chicago Landmark",1978,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.87717,-87.62913,"343 South Dearborn Street","Chicago","The Loop District","Cook County","Illinois","It is on South Dearborn Street north of Van Buren Street. ",,https://www.hmdb.org/m.asp?m=241123,2/14/2024,9/19/2024
241131,,"The Boulevard System",,,1995,"City of Chicago",41.88513,-87.71667,,"Chicago","East Garfield Park","Cook County","Illinois","It is on Lake Street near Central Park Avenue, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=241131,2/14/2024,6/28/2024
241133,,"Garfield Park",,,,,41.88516,-87.71663,,"Chicago","East Garfield Park","Cook County","Illinois","It is at the intersection of Central Park Avenue and Lake Street on Central Park Avenue. ",,https://www.hmdb.org/m.asp?m=241133,2/14/2024,4/8/2024
241136,,"Dearborn Street","Chicago Cultural Walk",,,,41.87712,-87.62938,"336 South Dearborn Street","Chicago","The Loop District","Cook County","Illinois","It is on South Dearborn Street north of Van Buren Street. ",,https://www.hmdb.org/m.asp?m=241136,2/15/2024,2/15/2024
242103,,"Jewelers Row","Chicago Landmark District",,2003,"Commission on Chicago Landmarks; City of Chicago",41.88358,-87.62612,"111 North Wabash Avenue","Chicago","The Loop District","Cook County","Illinois","It is on North Wabash Avenue north of East Washington Street, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=242103,2/29/2024,2/29/2024
242105,,"Pittsfield Building","Graham, Anderson, Probst and White, architect; 1927","Chicago Landmark",2002,"Commission on Chicago Landmarks; City of Chicago",41.88319,-87.62569,"55 East Washington Street","Chicago","The Loop District","Cook County","Illinois","It is on East Washington Street east of Wabash Avenue. ",,https://www.hmdb.org/m.asp?m=242105,2/29/2024,12/14/2024
242108,,"Daley Center","C.F. Murphy Associates, architect, Pablo Picasso, sculptor; 1965, 1967 (Chicago Picasso)","Chicago Landmark",2002,"Commission on Chicago Landmarks; City of Chicago",41.88394,-87.63031,"50 West Washington Street","Chicago","Loop District","Cook County","Illinois","It can be reached from Washington Street near North Clark Street. ",,https://www.hmdb.org/m.asp?m=242108,2/29/2024,5/8/2024
242424,,"Bush Temple of Music","J.E.O. Pridmore, architect; 1901","Chicago Landmark",2001,"Commission on Chicago Landmarks; City of Chicago",41.89678,-87.63173,"108 West Chicago Avenue","Chicago","Near North","Cook County","Illinois","It is on West Chicago Avenue west of North Clark Street. ",,https://www.hmdb.org/m.asp?m=242424,3/6/2024,1/7/2025
242432,,"Arts of Life",,,2020,"FlatsStudio",41.89709,-87.63143,"810 North Clark Street","Chicago","Near North","Cook County","Illinois","It is on North Clark Street north of Chicago Avenue. ",,https://www.hmdb.org/m.asp?m=242432,3/6/2024,7/26/2024
242433,,"Village Theatre","Alfred Woerner, architect; 1915-16","Chicago Landmark",,"Commission on Chicago Landmarks; City of Chicago",41.91087,-87.63186,"1550 North Clark Street","Chicago","Near North","Cook County","Illinois","It can be reached from North Clark Street south of North Avenue ( Route 64), on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=242433,3/6/2024,3/6/2024
242447,,"Washington Square Park",,,,"Washington Square Park Advisory Council",41.89915,-87.63121,"901 North Clark Street","Chicago","Near North","Cook County","Illinois","It is at the intersection of North Clark Street and West Delaware Place when traveling north on North Clark Street. ",,https://www.hmdb.org/m.asp?m=242447,3/6/2024,3/6/2024
242449,,"The Three Arts Club","Holabird and Roche, architects; 1914","Chicago Landmark",1981,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.90606,-87.63028,"1300 North Dearborn Street","Chicago","Gold Coast","Cook County","Illinois","It is on North Dearborn Street north of Goethe Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=242449,3/6/2024,6/27/2024
242454,,"Fountain Girl","George E. Wade, sculptor",,2011,"Chicago Park District",41.91217,-87.62942,,"Chicago","Lincoln Park","Cook County","Illinois","It can be reached from West La Salle Drive. ",,https://www.hmdb.org/m.asp?m=242454,3/6/2024,6/16/2024
242471,,"Old Town Triangle","Chicago Landmark District",,,"Chicago Commission on Landmarks; City of Chicago",41.91365,-87.63528,"210 West Saint Paul Avenue","Chicago","Old Town Triangle","Cook County","Illinois","It is on West Saint Paul Avenue west of Wells Street, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=242471,3/7/2024,11/15/2024
242472,,"The Richard M. and Shirley H. Jaffee History Trail",,,,"Chicago History Museum",41.91296,-87.63222,,"Chicago","Lincoln Park","Cook County","Illinois","It is at the intersection of North Clark Street and La Salle Drive, on the right when traveling north on North Clark Street. ",,https://www.hmdb.org/m.asp?m=242472,3/9/2024,7/26/2024
242487,,"Chicago is Resilient","Chicago es Resistente",,2021,"Chicago History Museum",41.91293,-87.63227,"1601 North Clark Street","Chicago","Lincoln Park","Cook County","Illinois","It is on North Clark Street near West La Salle Drive ( Route 64), on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=242487,3/9/2024,11/26/2024
242488,,"Chicago is Zhegagoynak",,,2021,"Chicago History Museum",41.91305,-87.63191,"1601 North Clark Street","Chicago","Lincoln Park","Cook County","Illinois","It is on West La Salle Drive (Illinois Route 64). ",,https://www.hmdb.org/m.asp?m=242488,3/9/2024,3/9/2024
242490,,"Chicago is Curious","Chicago es Curioso",,2021,"Chicago History Museum",41.91302,-87.63142,"1601 North Clark Street","Chicago","Lincoln Park","Cook County","Illinois","It is on West La Salle Drive (Illinois Route 64) east of Clark Street, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=242490,3/9/2024,3/9/2024
242491,,"Chicago is Complex","Chicago es Complejo",,2021,"Chicago History Museum",41.91280,-87.63107,"1601 North Clark Street","Chicago","Lincoln Park","Cook County","Illinois","It is on West La Salle Drive. ",,https://www.hmdb.org/m.asp?m=242491,3/9/2024,10/8/2024
242492,,"Chicago is Community","Chicago es Comunidad",,2021,"Chicago History Museum",41.91249,-87.63080,"1601 North Clark Street","Chicago","Lincoln Park","Cook County","Illinois","It can be reached from West La Salle Drive (Illinois Route 64). ",,https://www.hmdb.org/m.asp?m=242492,3/9/2024,3/9/2024
242493,,"Chicago is Community","Chicago es Comunidad",,2021,"Chicago History Museum",41.91206,-87.63058,"1601 North Clark Street","Chicago","Lincoln Park","Cook County","Illinois","It is on North Boulevard. ",,https://www.hmdb.org/m.asp?m=242493,3/9/2024,3/9/2024
242494,,"Chicago is Natural","Chicago es Natural",,2021,"Chicago History Museum",41.91180,-87.63077,"1601 North Clark","Chicago","Lincoln Park","Cook County","Illinois","It can be reached from North Boulevard. ",,https://www.hmdb.org/m.asp?m=242494,3/9/2024,3/9/2024
242495,,"Chicago is Connected","Chicago está Conectado",,2021,"Chicago History Museum",41.91159,-87.63100,"1601 North Clark Street","Chicago","Lincoln Park","Cook County","Illinois","It is on North Boulevard, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=242495,3/9/2024,3/9/2024
242496,,"The Richard M. and Shirley H. Jaffee History Trail",,,,"Chicago History Museum",41.91143,-87.63141,"1601 North Clark","Chicago","Lincoln Park","Cook County","Illinois","It is at the intersection of North Boulevard and Clark Street on North Boulevard. ",,https://www.hmdb.org/m.asp?m=242496,3/9/2024,3/9/2024
242527,,"Jackson Boulevard","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.87763,-87.66592,"1539 West Jackson Boulevard","Chicago","Near West Side","Cook County","Illinois","It is on West Jackson Boulevard east of Ashland Avenue, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=242527,3/7/2024,3/7/2024
242531,,"Jackson Boulevard","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.87760,-87.66443,"1501 W Jackson Blvd","Chicago","Near West Side","Cook County","Illinois","It is at the intersection of Laflin Street and Jackson Boulevard, on the right when traveling south on Laflin Street. ",,https://www.hmdb.org/m.asp?m=242531,3/7/2024,3/7/2024
242535,,"Jackson Boulevard","Chicago Landmark District",,,"Commission on Chicago Landmarks; City of Chicago",41.87890,-87.66478,"1511 Adams Street","Chicago","Near West Side","Cook County","Illinois","It is on Adams Street (U.S. 66) west of Laflin Street, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=242535,3/7/2024,3/7/2024
242542,,"Jackson Boulevard District","Chicago Landmark",,,"Commission on Chicago Historical and Architectural Landmarks; City of Chicago",41.87775,-87.66448,"1500 Jackson Blvd","Chicago","West Jackson Boulevard District","Cook County","Illinois","It is at the intersection of Jackson Boulevard and Laflin Street on Jackson Boulevard. ",,https://www.hmdb.org/m.asp?m=242542,3/7/2024,1/15/2025
242577,,"St. Chrysostom's Church",,,1926,,41.90844,-87.63060,"1424 North Dearborn Parkway","Chicago","Gold Coast","Cook County","Illinois","It is on North Dearborn Parkway north of Schiller Street. ",,https://www.hmdb.org/m.asp?m=242577,3/7/2024,3/12/2024
